input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glycerol_gl,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l,output_titre_µgl
18.5,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,53.4666666666667,161.0,1185.09899902344,89.3373031616211,39.0662307739258,5.03420877456665,10.6656303405762,6.20133495330811,17.9,0.6086,30.0,,12.94958,1.25,14.64,
20.5,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,64.7666666666667,202.5,1184.85498046875,75.2459564208984,46.1819686889648,3.68008303642273,24.746639251709,6.34223318099976,17.9,0.6086,29.97,,4.91726,11.91,4.64,
22.5,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,71.8,214.0,1184.74499511719,76.0711975097656,25.9175891876221,3.61788010597229,23.9465999603271,6.29708814620972,17.9,0.6086,30.04,,1.9287,23.26,0.23,
24.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,26.0,Media A,Glucose,0.0,76.8666666666667,220.0,1184.98400878906,81.5822372436523,44.037410736084,3.67672395706177,18.4137706756592,6.26723289489746,17.9,0.6086,28.21,,3.46816,5.41,0.05,
28.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,26.0,Media A,Glucose,0.0,75.4,203.5,1184.64904785156,91.5475769042969,40.2264099121094,3.86066102981567,8.4521369934082,6.24393177032471,12.5,0.425,26.01,,22.45501,2.82,0.01,
32.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,26.0,Media A,Glucose,0.0,86.6666666666667,221.0,1184.98095703125,97.5883865356445,39.340461730957,5.00901508331299,2.41243004798889,6.26941776275635,10.6,0.3604,25.99,,26.79141,11.24,0.0,
36.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,26.0,Media A,Glucose,0.0,94.6666666666667,217.5,1184.92004394531,100.0,44.5717887878418,4.99999904632568,0.0,6.25631093978882,9.01,0.30634,25.98,,29.35913,21.21,0.0,
40.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,89.2,208.0,1185.13195800781,100.0,43.5873985290527,4.99999904632568,0.0,6.21007299423218,7.66,0.26044,25.99,,29.78772,26.64,-0.06,
44.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,89.3333333333333,218.5,1185.58898925781,100.0,47.243709564209,4.99999904632568,0.0,6.26614093780518,6.51,0.22134,26.01,,28.174,34.22,-0.11,
48.0,5L Fermenter,5000ml,Ferm3,1185.0,100.0,6.3,5.0,100.0,0.0,30.0,Media A,Glucose,0.0,87.3,231.0,1184.46496582031,100.0,54.8867988586426,5.00000095367432,0.0,6.28143215179443,0.0,0.0,26.0,,23.74438,65.84,-0.09,
