input_Timepoint (hr),input_vessel_type,input_vessel_volume,input_vessel_name,input_agitation_rpm,input_DO_%,input_pH_setpoint,input_gas_flow,input_air_%,input_O2,input_Temp_c,input_media_type,input_feed_type,input_glucose_limit,output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glycerol_gl,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l,output_titre_µgl
20,5L Fermenter,5000ml,Ferm1,1195,100,6.8,5,100,0,30,Media A,Glucose,0,71.39999999999999,174.99999999999994,1195.4210205078125,99.2403335571289,36.39963150024414,4.959589004516602,0.7640113830566406,6.749839782714844,17.9,0.6085999999999999,30.01,0.0,-0.0422,0.75,14.46,
22,5L Fermenter,5000ml,Ferm1,1195,100,6.8,5,100,0,30,Media A,Glucose,0,74.60000000000001,187.50000000000009,1194.9000244140625,99.53073120117188,37.92889022827149,4.960416793823242,0.4717369079589844,6.722434997558594,17.9,0.6085999999999999,30.13,0.0,-0.04667,0.66,11.71,
24,5L Fermenter,5000ml,Ferm1,1195,100,6.8,5,100,0,30,Media A,Glucose,0,95.5,191.5,1194.821044921875,99.4091567993164,39.30289840698242,4.973188877105713,0.5920447707176208,6.717698097229004,17.9,0.6085999999999999,30.01,0.0,-0.04667,1.9,7.21,
26,5L Fermenter,5000ml,Ferm1,1195,100,6.8,5,100,0,30,Media A,Glucose,0,101.33333333333331,,1195.06103515625,99.5519027709961,40.65362930297852,4.996593952178955,0.4468994140625,6.744088172912598,17.9,0.6085999999999999,29.97,0.0,-0.06184,0.76,5.37,
28,5L Fermenter,5000ml,Ferm1,1195,100,6.8,5,100,0,30,Media A,Glucose,0,96.5,218.00000000000003,1195.041015625,97.24520874023438,37.71929931640625,4.919343948364258,2.757644891738892,6.775890827178955,14.5,0.493,30.0,0.0,-0.05115,1.25,1.68,
30,5L Fermenter,5000ml,Ferm1,1195,100,6.8,5,100,0,30,Media A,Glucose,0,,,1195.1949462890625,99.68010711669922,38.36360931396485,4.9602580070495605,0.3036957085132599,6.728525161743164,14.5,0.493,29.97,0.0,-0.05307,,0.865,
32,5L Fermenter,5000ml,Ferm1,1195,100,6.8,5,100,0,30,Media A,Glucose,0,108.16666666666669,229.0,1195.47802734375,99.7484893798828,39.038970947265625,4.999999046325684,0.2942467033863067,6.743411064147949,14.5,0.493,30.05,0.0,-0.0517899999999999,1.81,0.05,
34,5L Fermenter,5000ml,Ferm1,1195,100,6.8,5,100,0,30,Media A,Glucose,0,,,1194.698974609375,99.94110107421876,39.81525039672852,5.000000953674316,0.0600433312356472,6.700780868530273,14.5,0.493,30.0,0.0,-0.0549799999999999,,0.04,
36,5L Fermenter,5000ml,Ferm1,1195,100,6.8,5,100,0,30,Media A,Glucose,0,113.33333333333331,219.00000000000003,1194.77001953125,99.86276245117188,39.15541076660156,5.000000953674316,0.1379508972167968,6.72277307510376,14.5,0.493,30.03,0.0,-0.05307,2.11,0.03,
38,5L Fermenter,5000ml,Ferm1,1195,100,6.8,5,100,0,30,Media A,Glucose,0,,,1195.1639404296875,99.73497009277344,37.33116149902344,4.999999046325684,0.2678185105323791,6.711607933044434,14.5,0.493,29.99,0.0,-0.0549799999999999,,0.0,
40,5L Fermenter,5000ml,Ferm1,1195,100,6.8,5,100,0,30,Media A,Glucose,0,118.66666666666669,216.0,1195.2330322265625,100.0,43.774261474609375,4.999999046325684,0.0,6.732583999633789,14.5,0.493,29.95,0.0,0.05,2.52,-0.12,
44,5L Fermenter,5000ml,Ferm1,1195,100,6.8,5,100,0,30,Media A,Glucose,0,118.0,217.5,1194.8599853515625,99.55622863769533,40.37416076660156,4.980105876922607,0.4464111030101776,6.716005802154541,10.0,0.34,30.01,0.0,-0.0556199999999999,3.59,0.0,0.4
48,5L Fermenter,5000ml,Ferm1,1195,100,6.8,5,100,0,30,Media A,Glucose,0,123.33333333333331,215.50000000000009,1195.2960205078125,99.5360336303711,40.22666931152344,4.9600019454956055,0.4632950127124786,6.771153926849365,13.2,0.4488,30.0,0.0,0.82,2.65,0.0,0.54
